county,locality,lat,lng,address,,height_regime,year_built,risk_category,consolidation_status,examination_year,certified_expert,observations
Dolj,Craiova,44.3291193,23.7841718,str. Razboieni nr. 8,"Jud. Dolj, Mun. Craiova, str. Razboieni nr. 8",S+P+4E,1987,RS3,NO,2022,Ing. Niculae Teodor,bloc B6 - în curs de reabilitare termică
Dolj,Craiova,44.3298019,23.7833172,str. Penes Curcanul nr. 6,"Jud. Dolj, Mun. Craiova, str. Penes Curcanul nr. 6",S+P+4E,1986,RS3,NO,2022,Ing. Niculae Teodor,bloc A6 - în curs de reabilitare termică
Dolj,Craiova,44.33957,23.7743859,bld. Oltenia nr. 13,"Jud. Dolj, Mun. Craiova, bld. Oltenia nr. 13",S+P+4E,1978,RS3,NO,2022,Ing. Niculae Teodor,bloc 146F - în curs de reabilitare termică
Dolj,Craiova,44.3076276,23.7924813,str. 1 Mai nr.3,"Jud. Dolj, Mun. Craiova, str. 1 Mai nr.3",S+P+4E,1989,RS3,NO,2022,Ing. Niculae Teodor,bloc M22 - în curs de reabilitare termică
Dolj,Craiova,44.3301785,23.7948808,str. Delul Spirii nr. 22,"Jud. Dolj, Mun. Craiova, str. Delul Spirii nr. 22",S+P+4E,1990,RS3,NO,2022,Ing. Niculae Teodor,bloc M25 - în curs de reabilitare termică
Dolj,Craiova,44.3118556,23.7921216,str. Buzias nr. 6,"Jud. Dolj, Mun. Craiova, str. Buzias nr. 6",S+P+4E,1990,RS3,NO,2022,Ing. Niculae Teodor,bloc M32 - în curs de reabilitare termică
Dolj,Craiova,44.311478,23.7872636,str. Bibescu nr. 29,"Jud. Dolj, Mun. Craiova, str. Bibescu nr. 29",S+P+4E,1984,RS3,NO,2022,Ing. Niculae Teodor,bloc P6 - în curs de reabilitare termică
Dolj,Craiova,44.3398606,23.7706825,bld. Dacia nr. 12,"Jud. Dolj, Mun. Craiova, bld. Dacia nr. 12",S+P+4E,1979,RS3,NO,2022,Ing. Niculae Teodor,bloc 173F - în curs de reabilitare termică
Dolj,Craiova,44.3112875,23.7870955,str. Bibescu nr. 31,"Jud. Dolj, Mun. Craiova, str. Bibescu nr. 31",S+P+4E,1984,RS3,NO,2022,Ing. Niculae Teodor,bloc P7 - în curs de reabilitare termică
Dolj,Craiova,44.336758,23.7813899,str. Arh. Duiliu Marcu nr. 16,"Jud. Dolj, Mun. Craiova, str. Arh. Duiliu Marcu nr. 16",Sth+P+2E,1971,RS3,NO,2022,ing. Stefan Catalin,Scoala Gimnaziala Mihai Viteazu - corp C1 - reabilitare termica
Dolj,Craiova,44.319732,23.7946775,str. Calea unirii nr. 11,"Jud. Dolj, Mun. Craiova, str. Calea unirii nr. 11",S+P+4E+Eth,1982,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 2 - in curs de reabilitare termica
Dolj,Craiova,44.319826,23.79502304,str. Calea unirii nr. 11,"Jud. Dolj, Mun. Craiova, str. Calea unirii nr. 11",S+P+4E+Eth,1983,RS3,NO,2022,ing. Apostol Zefir Ioan George,bl. 3 - in curs de reabilitare termica
Dolj,Craiova,44.338222,23.7811914,ale. Arh. Duiliu Marcu nr. 14,"Jud. Dolj, Mun. Craiova, ale. Arh. Duiliu Marcu nr. 14",S+P+10E+Eth,1974,RS3,NO,2022,ing. Popescu Dan Dumitru,bl. 10 sc.1 - in curs de reabilitare termica
Dolj,Craiova,44.3190406,23.7929112,str. Popa Sapca nr.14,"Jud. Dolj, Mun. Craiova, str. Popa Sapca nr.14",S+P+4E+5Ep,1982,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc 14 - in curs de reabilitare termica
Dolj,Craiova,44.3049123,23.7958337,bld. 1 Mai nr. 57,"Jud. Dolj, Mun. Craiova, bld. 1 Mai nr. 57",S+P+4E+Eth,1973,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 17a - in curs de reabilitare termica
Dolj,Craiova,44.3169429,23.7953444,Calea Unirii nr. 21,"Jud. Dolj, Mun. Craiova, Calea Unirii nr. 21",S+P+M+3E+4R,1981,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc 21A - in curs de reabilitare termica
Dolj,Craiova,44.3310673,23.7788776,str. Constantin Brancoveanu nr. 25,"Jud. Dolj, Mun. Craiova, str. Constantin Brancoveanu nr. 25",S+P+4E+Pod,1979,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc 42A1 - in curs de reabilitare termica
Dolj,Craiova,44.3280014,23.8066418,str. Lamaitei nr.8,"Jud. Dolj, Mun. Craiova, str. Lamaitei nr.8",S+P+4E,1979,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc 68B - în curs de reabilitare termică
Dolj,Craiova,44.3282005,23.8092064,str. Gral. Dr. Ion Cernatescu nr.9,"Jud. Dolj, Mun. Craiova, str. Gral. Dr. Ion Cernatescu nr.9",S+P+4E,1981,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc 79 - in curs de reabilitare termica
Dolj,Craiova,44.3188612,23.8163486,str. George Fotino nr.1,"Jud. Dolj, Mun. Craiova, str. George Fotino nr.1",S+P+4E,1981,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc B8 - în curs de reabilitare termică
Dolj,Craiova,44.3293585,23.8040221,str. Brazda lui Novac nr. 64A,"Jud. Dolj, Mun. Craiova, str. Brazda lui Novac nr. 64A",S+P+4E,1986,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc C6 - in curs de reabilitare termica
Dolj,Craiova,44.329103,23.8043205,str. Mihail Cerchez nr.4,"Jud. Dolj, Mun. Craiova, str. Mihail Cerchez nr.4",S+P+4E+Pod,1986,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc C6 - in curs de reabilitare termica
Dolj,Craiova,44.312061,23.7883515,bld. Ilie Balaci nr.7,"Jud. Dolj, Mun. Craiova, bld. Ilie Balaci nr.7",S+P+8E+Eth,1981,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc D2 - in curs de reabilitare termica
Dolj,Craiova,44.3127135,23.7881816,bld. Ilie Balaci nr.5,"Jud. Dolj, Mun. Craiova, bld. Ilie Balaci nr.5",S+P+M+7E+Eth,1981,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc D3A - in curs de reabilitare termica
Dolj,Craiova,44.3120363,23.7893221,bld. 1 Mai nr.2,"Jud. Dolj, Mun. Craiova, bld. 1 Mai nr.2",S+P+M+7E+Eth,1982,RS3,NO,2022,ing. Pavel C. Mihai,bloc D4A sc.2 - in curs de reabilitare termica
Dolj,Craiova,44.3127135,23.7881816,bld. Ilie Balaci nr.3,"Jud. Dolj, Mun. Craiova, bld. Ilie Balaci nr.3",S+P+M+7E+Eth,1981,RS3,NO,2022,ing. Pavel C. Mihai,bloc D4A1 - in curs de reabilitare termica
Dolj,Craiova,44.3118344,23.7894639,str. Lalelelor nr.2,"Jud. Dolj, Mun. Craiova, str. Lalelelor nr.2",S+P+7E+Eth+Pod,1986,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc D5 sc.1 - in curs de reabilitare termica
Dolj,Craiova,44.3269112,23.8159,str. Basarabia nr.9,"Jud. Dolj, Mun. Craiova, str. Basarabia nr.9",S+P+4E,1972,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc E2 - în curs de reabilitare termică
Dolj,Craiova,44.3253406,23.7879533,bld. Nicolae Titulescu nr. 29,"Jud. Dolj, Mun. Craiova, bld. Nicolae Titulescu nr. 29",S+P+10E+Eth,1964,RS3,NO,2022,ing. Pavel C. Mihai,bloc I4 - in curs de reabilitare termica
Dolj,Craiova,44.314919,23.8183964,str. Nanterre nr. 71,"Jud. Dolj, Mun. Craiova, str. Nanterre nr. 71",S+P+4E,1976,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc I5 - în curs de reabilitare termică
Dolj,Craiova,44.3154559,23.8161352,str. Nanterre nr. 37,"Jud. Dolj, Mun. Craiova, str. Nanterre nr. 37",S+P+4E+Pod,1978,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc I6 - in curs de reabilitare termica
Dolj,Craiova,44.3129461,23.8368745,str. Calea Bucuresti nr.8,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr.8",S+P+9E+Eth,1988,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc M7 - in curs de reabilitare termica
Dolj,Craiova,44.3190076,23.8032201,str. Calea Bucuresti nr.12,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr.12",S+P+7E+8Er,1989,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc M8A - în curs de reabilitare termică
Dolj,Craiova,44.3114268,23.7912274,bld. 1 Mai nr.5,"Jud. Dolj, Mun. Craiova, bld. 1 Mai nr.5",S+P+4E+Pod,1989,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc M20 - in curs de reabilitare termica
Dolj,Craiova,44.3147158,23.8352159,str. Eustatiu Stoenescu nr.1D,"Jud. Dolj, Mun. Craiova, str. Eustatiu Stoenescu nr.1D",S+P+4E+Pod,1988,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc N13 - in curs de reabilitare termica
Dolj,Craiova,44.3142786,23.8361759,str. Eustatiu Stoenescu nr.1B,"Jud. Dolj, Mun. Craiova, str. Eustatiu Stoenescu nr.1B",S+P+8E+Eth,1980,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc T9 - in curs de reabilitare termica
Dolj,Craiova,44.3193555,23.7942362,str. Mihai Viteazu nr.2,"Jud. Dolj, Mun. Craiova, str. Mihai Viteazu nr.2",S+P+4E+Eth,1981,RS3,NO,2022,ing. Popescu Dan Dumitru,bloc 2 - in curs de reabilitare termica
Dolj,Craiova,44.3190334,23.816903,str. George Fotino nr. 8,"Jud. Dolj, Mun. Craiova, str. George Fotino nr. 8",S+P+4E,1978,RS4,NO,2022,ing. Pavel C. Mihai,"bloc B12 sc.1, 2 si 3 - în curs de reabilitare termică"
Dolj,Craiova,44.318491,23.7920483,str. Ion Maiorescu nr.2,"Jud. Dolj, Mun. Craiova, str. Ion Maiorescu nr.2",S+P+3E,1978,RS3,NO,2022,ing. Catalin Stefan,Colegiul National Carol I - corp C13 - reabilitare termica
Dolj,Craiova,44.3021677,23.7932733,str. Dr. Dimitrie Gerota nr.22,"Jud. Dolj, Mun. Craiova, str. Dr. Dimitrie Gerota nr.22",P+2E,1970,RS3,NO,2022,ing. Catalin Stefan,Colegiul Economic Gheorghe Chitu - C2 - reabilitare termica
Dolj,Craiova,44.3270806,23.7851516,str. Nicolae Titulescu nr. 64,"Jud. Dolj, Mun. Craiova, str. Nicolae Titulescu nr. 64",P+3E,1983,RS3,NO,2022,ing. Catalin Stefan,Scoala Gimnaziala Decebal - C1 - reabilitare termica
Dolj,Craiova,44.3400511,23.7744838,str. Elena Farago nr.19,"Jud. Dolj, Mun. Craiova, str. Elena Farago nr.19",Sp+P+3E,1979,RS3,NO,2022,ing. Catalin Stefan,Scoala Gimnaziala Elena Farago - C1 - reabilitare termica
Dolj,Craiova,44.3218625,23.8169327,str. Vasile Alecsandri nr. 113,"Jud. Dolj, Mun. Craiova, str. Vasile Alecsandri nr. 113",P+2E,1965,RS3,NO,2022,ing. Catalin Stefan,Liceul Matei Basarab - C1 - reabilitare termica
Dolj,Craiova,44.3217395,23.8115566,str. Vasile Alecsandri nr. 87,"Jud. Dolj, Mun. Craiova, str. Vasile Alecsandri nr. 87",S+P+1E,1934,RS3,NO,2022,ing. Catalin Stefan,Gradinita cu Program Prelungit Petrache Poenaru - C1 - reabilitare termica
Dolj,Craiova,44.3065657,23.8161114,str. Vantului nr.3,"Jud. Dolj, Mun. Craiova, str. Vantului nr.3",P+2E,1974,RS3,NO,2022,ing. Catalin Stefan,Scoala Gimnaziala Nicolae Romanescu - C1 - reabilitare termica
Dolj,Craiova,44.2919522,23.7998386,bld. Nicolae Romanescu nr. 99,"Jud. Dolj, Mun. Craiova, bld. Nicolae Romanescu nr. 99",P+2E P+1E,1973,RS2,NO,2022,ing. Catalin Stefan,Liceul Tehnologic de Transporturi Auto - C1 - în curs de evaluare în PNCCRS (Programul național de reabilitare a cladirilor cu risc seismic ridicat) dupa reabilitare IV
Dolj,Craiova,44.3301324,23.8069838,str. Brazda lui Novac nr. 76,"Jud. Dolj, Mun. Craiova, str. Brazda lui Novac nr. 76",S+P+4E,1978,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 37 - în curs de reabilitare termică
Dolj,Craiova,44.3302819,23.8066501,str. Brazda lui Novac nr. 74,"Jud. Dolj, Mun. Craiova, str. Brazda lui Novac nr. 74",S+P+4E,1978,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 37B - în curs de reabilitare termică
Dolj,Craiova,44.3302076,23.7837416,str. George Enescu nr. 47,"Jud. Dolj, Mun. Craiova, str. George Enescu nr. 47",S+P+4E,1987,RS4,NO,2022,ing. Pavel C. Mihai,bloc A2 - în curs de reabilitare termică
Dolj,Craiova,44.3298779,23.7840328,str. Penes Curcanul nr.2,"Jud. Dolj, Mun. Craiova, str. Penes Curcanul nr.2",S+P+4E,1987,RS4,NO,2022,ing. Pavel C. Mihai,bloc A4 - în curs de reabilitare termică
Dolj,Craiova,44.3303627,23.807154,str. Brazda lui Novac nr. 80,"Jud. Dolj, Mun. Craiova, str. Brazda lui Novac nr. 80",S+P+4E,1987,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 38 - în curs de reabilitare termică
Dolj,Craiova,44.3302982,23.8074464,str. Brazda lui Novac nr. 78,"Jud. Dolj, Mun. Craiova, str. Brazda lui Novac nr. 78",S+P+4E,1987,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 38A - în curs de reabilitare termică
Dolj,Craiova,44.34238,23.7758949,bld. Dacia nr. 28,"Jud. Dolj, Mun. Craiova, bld. Dacia nr. 28",S+P+4E,1977,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 121B1 - în curs de reabilitare termică
Dolj,Craiova,44.3410187,23.7746765,str. Elena Farago nr. 15,"Jud. Dolj, Mun. Craiova, str. Elena Farago nr. 15",S+P+4E,1976,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 123G - în curs de reabilitare termică
Dolj,Craiova,44.3392002,23.777359,str. Alexandru Buia nr. 5,"Jud. Dolj, Mun. Craiova, str. Alexandru Buia nr. 5",S+P+4E,1978,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 147C - în curs de reabilitare termică
Dolj,Craiova,44.3226711,23.8010696,str. Arh. Ctin Iotzu nr.8,"Jud. Dolj, Mun. Craiova, str. Arh. Ctin Iotzu nr.8",S+P+4E,1978,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc 149D - în curs de reabilitare termică
Dolj,Craiova,44.3163432,23.8175298,str. Calea Bucuresti nr. 48,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 48",canal the.+P+4E,1964,RS3,NO,2022,ing. Apostol Zefir Ioan George,bloc A6 - in curs de reabilitare termica
Dolj,Craiova,44.3295494,23.7841417,str. Penes Curcanul nr.1,"Jud. Dolj, Mun. Craiova, str. Penes Curcanul nr.1",S+P+4E,1987,RS4,NO,2022,ing. Pavel C. Mihai,bloc B1 - în curs de reabilitare termică
Dolj,Craiova,44.3295163,23.784636,str. George Enescu nr.41,"Jud. Dolj, Mun. Craiova, str. George Enescu nr.41",S+P+3E+4E r,1987,RS4,NO,2022,ing. Pavel C. Mihai,bloc B3 - in curs de reabilitare termica
Dolj,Craiova,44.3116934,23.7907064,bld. 1 Mai nr.1,"Jud. Dolj, Mun. Craiova, bld. 1 Mai nr.1",S+P+4E,1989,RS4,NO,2022,ing. Pavel C. Mihai,bloc M23 - în curs de reabilitare termică
Dolj,Craiova,44.3099766,23.8064161,str. Recunostintei nr.14,"Jud. Dolj, Mun. Craiova, str. Recunostintei nr.14",Sp+P,1949,RS3,NO,2022,ing. Catalin Stefan,Gradinita Floare de colt - C1 - reabilitare termica
Dolj,Craiova,44.3301785,23.7948808,str. I.Ghe. Duca nr.5,"Jud. Dolj, Mun. Craiova, str. I.Ghe. Duca nr.5",Sth+P+1E,1975,RS3,NO,2022,ing. Catalin Stefan,Gradinita Sfanta Lucia - C1 - reabilitare termica
Dolj,Craiova,44.3060251,23.8234601,str. Electroputere nr. 21,"Jud. Dolj, Mun. Craiova, str. Electroputere nr. 21",P+2E,1969,RS3,NO,2022,ing. Catalin Stefan,Liceul Voltaire - C1 - reabilitare termica
Dolj,Craiova,44.3371527,23.7857359,str. Castanilor nr.4,"Jud. Dolj, Mun. Craiova, str. Castanilor nr.4",P+2E,1975,RS3,NO,2022,ing. Catalin Stefan,Scoala Gimnaziala Alexandru Macedonski - C1 - reabilitare termica
Dolj,Craiova,44.3180048,23.8138136,str. Calea Bucuresti nr. 93,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 93",P+2E,1974,RS3,NO,2022,ing. Catalin Stefan,Scoala Gheorghe Titeica - C1 - reabilitare termica
Dolj,Craiova,44.3134778,23.8177929,Str. Closca nr. 1,"Jud. Dolj, Mun. Craiova, Str. Closca nr. 1",Sp+P+2E,1965,RS3,NO,2022,ing. Catalin Stefan,Scoala Mircea Eliade - C1 - reabilitare termica
Dolj,Craiova,44.3259035,23.7952712,str. Constantin Brancusi nr. 15,"Jud. Dolj, Mun. Craiova, str. Constantin Brancusi nr. 15",P,1910,RS2,NO,2022,ing. Catalin Stefan,sala sport Sp+P+Mp cantina Liceul Tehnologic Transporturi Cai Ferate - C12 (sala sport) - în curs de evaluare în PNCCRS (Programul național de reabilitare a cladirilor cu risc seismic ridicat) consolidare IV
Dolj,Craiova,44.32556128,23.79480765,str. Constantin Brancusi nr. 15,"Jud. Dolj, Mun. Craiova, str. Constantin Brancusi nr. 15",P,1910,RS3,NO,2022,ing. Catalin Stefan,sala sport Sp+P+Mp cantina Liceul Tehnologic Transporturi Cai Ferate - C12 (cantina) - în curs de evaluare în PNCCRS (Programul național de reabilitare a cladirilor cu risc seismic ridicat) consolidare IV
Dolj,Craiova,44.3109847,23.821527,str. Henry Coanda nr. 48,"Jud. Dolj, Mun. Craiova, str. Henry Coanda nr. 48",P+2E,1970,RS2,NO,2022,ing. Catalin Stefan,Liceul Teoretic Henry Coanda - C13 - în curs de evaluare în PNCCRS (Programul național de reabilitare a cladirilor cu risc seismic ridicat) consolidare IV
Dolj,Craiova,44.304555,23.8139361,str. Caracal nr. 81,"Jud. Dolj, Mun. Craiova, str. Caracal nr. 81",P+2E,1974,RS3,NO,2022,ing. Catalin Stefan,Scoala Gimnaziala Nicolae Romanescu - B
Dolj,Craiova,44.3109847,23.821527,str. Henry Coanda nr. 48,"Jud. Dolj, Mun. Craiova, str. Henry Coanda nr. 48",P+3E,1985,RS3,NO,2022,ing. Catalin Stefan,Liceul Teoretic Henry Coanda - C8
Dolj,Craiova,44.3222576,23.7912368,str. Filantropiei nr.4A,"Jud. Dolj, Mun. Craiova, str. Filantropiei nr.4A",Sp+P+1E+Pod,1930,RS2,NO,2020,ing. Mircea Ieremia,Spitalul Clinic Municipal Filantropia - în curs de evaluare în PNCCRS (Programul național de reabilitare a cladirilor cu risc seismic ridicat)
Dolj,Craiova,44.311952,23.83757,str. Tehnicii nr. 7,"Jud. Dolj, Mun. Craiova, str. Tehnicii nr. 7",S+P+4E,1975,RS4,NO,2013,ing. Constantin Pavel,bloc A14 sc.1 si 2 - în curs de reabilitare termică
Dolj,Craiova,44.3127781,23.8401374,str. Calea Bucuresti nr. 104,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 104",D+P+4E,1983,RS4,NO,2013,ing. Constantin Pavel,bloc O11 - în curs de reabilitare termică
Dolj,Craiova,44.3125037,23.8416416,str. Ion Tuculescu nr. 19,"Jud. Dolj, Mun. Craiova, str. Ion Tuculescu nr. 19",S+P+4E,1985,RS4,NO,2013,ing. Constantin Pavel,bloc O16 - în curs de reabilitare termică
Dolj,Craiova,44.3128634,23.8391357,str. Calea Bucuresti nr. 96,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 96",D+P+8E+Eth,1983,RS4,NO,2013,ing. Constantin Pavel,bloc U8 - in curs de reabilitare termica
Dolj,Craiova,44.3152392,23.8326511,str. Grigore Plesoianu nr. 2,"Jud. Dolj, Mun. Craiova, str. Grigore Plesoianu nr. 2",S+P+4E,1986,RS4,NO,2017,ing. Constantin Pavel,bloc nr.1 - în curs de reabilitare termică
Dolj,Craiova,44.3151959,23.8329331,str. Grigore Plesoianu nr. 4,"Jud. Dolj, Mun. Craiova, str. Grigore Plesoianu nr. 4",S+P+4E,1987,RS4,NO,2017,ing. Constantin Pavel,bloc nr.2 - în curs de reabilitare termică
Dolj,Craiova,44.3151529,23.8331279,str. Grigore Plesoianu nr. 6,"Jud. Dolj, Mun. Craiova, str. Grigore Plesoianu nr. 6",S+P+4E,1987,RS4,NO,2017,ing. Constantin Pavel,bloc nr.3 - în curs de reabilitare termică
Dolj,Craiova,44.3129343,23.8381932,str. Calea Bucuresti nr. 92,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 92",D+P+4E,1983,RS4,NO,2017,ing. Constantin Pavel,bloc O7 - în curs de reabilitare termică
Dolj,Craiova,44.3129227,23.8385031,str. Calea Bucuresti nr. 94,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 94",D+P+4E,1983,RS4,NO,2017,ing. Constantin Pavel,bloc O8 - în curs de reabilitare termică
Dolj,Craiova,44.3128624,23.8394841,str. Calea Bucuresti nr. 100,"Jud. Dolj, Mun. Craiova, str. Calea Bucuresti nr. 100",D+P+4E,1983,RS4,NO,2017,ing. Constantin Pavel,bloc O10 - în curs de reabilitare termică
Dolj,Craiova,44.3127512,23.8378762,str. Tehnicii nr.5,"Jud. Dolj, Mun. Craiova, str. Tehnicii nr.5",D+P+4E,1983,RS4,NO,2017,ing. Constantin Pavel,bloc U2 - în curs de reabilitare termică
